Resource_ID,Resource_Name,Resource_Type,Cloud_Provider,Region,Creation_Date,Hourly_Cost,CPU_Utilization_Pct,Memory_Usage_GB,Resource_Status,Owner_Email
RES-00080,  prod-app-server-80  ,Other,AWS,us-east-1,2024-01-17,6.1452,66.44,64.0,Terminated,team_alpha@company.com
RES-00082,  prod-app-server-82  ,Other,Azure,eu-west-1,2024-12-05,5.4675,46.12,64.0,Terminated,
RES-00083,dev_test_node_83,Virtual Machine,Google Cloud,us-east-1,2024-10-27,8.2649,61.35,256.0,Running,
RES-00084,prod-app-server-84,Other,AWS,us-east-1,2026-02-06,1.7933,78.05,,active,john.doe@company.com
RES-00085,dev_test_node_85,Other,Azure,unknown,2024-03-19,4.9814,28.34,8.0,Error,unknown
RES-00086,prod-app-server-86,Database Instance,Azure,US-East,2024-05-05,2.1665,98.24,64.0,decline,
RES-00087,dev_test_node_87,Virtual Machine,Azure,  us-east-1 ,2026-03-22,0.3383,39.49,8.0,DELETED,alpha_ops
RES-00088,prod-app-server-88,Other,Google Cloud,  us-east-1 ,2024-03-16,4.313,77.95,8.0,Terminated,
RES-00089,dev_test_node_89,Other,Azure,us-west-2,2025-06-15,3.1401,56.5,32.0,DELETED,unknown
RES-00091,dev_test_node_91,Other,Google Cloud,eu-west-1,2025-03-01,7.5872,72.17,64.0,RUNNING,beta_dev@company.com
RES-00092,prod-app-server-92,Virtual Machine,Google Cloud,ap-south-1,2025-01-28,12.0339,81.06,64.0,stopped,beta_dev@company.com
RES-00094,prod-app-server-94,Virtual Machine,Google Cloud,us-east-1,2024-03-16,6.8777,63.27,8.0,active,
RES-00095,dev_test_node_95,Virtual Machine,Azure,US-East,2024-05-20,6.4965,88.51,64.0,Terminated,
RES-00096,prod-app-server-96,Other,Azure,US-East,2024-01-18,12.2489,79.5,2.0,DELETED,
RES-00098,prod-app-server-98,Other,AWS,  us-east-1 ,2025-06-15,8.2812,34.34,64.0,CRITICAL,
RES-00099,dev_test_node_99,Other,AWS,us-west-2,2024-10-31,8.6311,49.86,32.0,Stopped,alpha_ops
RES-00100,prod-app-server-100,Other,Azure,eu-west-1,2025-03-28,2.6827,30.35,32.0,Terminated,alpha_ops
RES-00101,dev_test_node_101,Other,Azure,unknown,2025-04-28,0.0747,91.87,256.0,Error,john.doe@company.com
RES-00102,prod-app-server-102,Virtual Machine,AWS,unknown,2024-02-08,11.0292,90.99,128.0,Error,beta_dev@company.com
RES-00103,dev_test_node_103,Virtual Machine,Google Cloud,US-East,2025-04-10,6.179,84.57,16.0,active,
RES-00104,prod-app-server-104,Other,Google Cloud,  us-east-1 ,2025-09-17,10.3391,13.11,8.0,Terminated,
RES-00106,prod-app-server-106,Other,AWS,unknown,2024-08-12,5.6927,39.93,256.0,CRITICAL,john.doe@company.com
RES-00107,dev_test_node_107,Other,AWS,US-East,2024-03-04,2.5349,20.38,256.0,active,john.doe@company.com
RES-00108,prod-app-server-108,Virtual Machine,AWS,us-west-2,2025-04-18,0.2819,5.28,4.0,Active,
RES-00109,dev_test_node_109,Virtual Machine,AWS,us-east-1,2025-10-18,5.2603,40.76,128.0,RUNNING,alpha_ops
RES-00110,prod-app-server-110,Other,AWS,us-west-2,2024-08-16,12.2313,72.24,128.0,stopped,john.doe@company.com
RES-00111,dev_test_node_111,Virtual Machine,AWS,us-east-1,2024-01-17,6.1452,46.74,2.0,stopped,team_alpha@company.com
RES-00112,prod-app-server-112,Virtual Machine,Azure,US-East,2025-08-12,8.4099,33.21,16.0,RUNNING,system_admin
RES-00113,dev_test_node_113,Virtual Machine,Google Cloud,US-East,2025-11-18,8.7069,33.04,256.0,stopped,john.doe@company.com
RES-00114,prod-app-server-114,Other,Google Cloud,ap-south-1,2024-07-27,5.6278,55.08,2.0,Stopped,
RES-00115,dev_test_node_115,Virtual Machine,Azure,us-west-2,2024-01-16,9.271,75.53,16.0,RUNNING,john.doe@company.com
RES-00116,prod-app-server-116,Other,Google Cloud,eu-west-1,2026-04-02,10.4982,39.66,16.0,Terminated,team_alpha@company.com
RES-00117,dev_test_node_117,Virtual Machine,Azure,eu-west-1,2025-07-17,3.224,95.37,256.0,Error,beta_dev@company.com
RES-00118,prod-app-server-118,Virtual Machine,Azure,unknown,2024-03-17,9.5566,83.78,8.0,Active,john.doe@company.com
RES-00120,prod-app-server-120,Other,Google Cloud,eu-west-1,2025-04-15,2.831,84.28,2.0,active,
RES-00121,  dev_test_node_121  ,Virtual Machine,AWS,ap-south-1,2026-05-28,11.4902,89.27,256.0,Stopped,team_alpha@company.com
RES-00122,prod-app-server-122,Other,AWS,us-west-2,2025-08-24,10.2631,32.98,128.0,decline,unknown
RES-00123,dev_test_node_123,Other,AWS,US-East,2024-08-25,9.6149,42.09,2.0,decline,system_admin
RES-00124,prod-app-server-124,Other,Google Cloud,us-west-2,2025-09-25,0.9281,40.53,8.0,RUNNING,
RES-00125,dev_test_node_125,Virtual Machine,Google Cloud,us-east-1,2025-07-22,1.1293,60.81,128.0,Active,system_admin
RES-00126,prod-app-server-126,Other,Azure,us-west-2,2024-10-01,6.1452,44.37,4.0,Running,system_admin
RES-00127,dev_test_node_127,Database Instance,AWS,us-west-2,2025-09-27,5.5084,82.0,8.0,Stopped,
RES-00128,prod-app-server-128,Other,Google Cloud,eu-west-1,2026-03-11,10.208,15.65,8.0,,unknown
RES-00129,dev_test_node_129,Virtual Machine,Google Cloud,  us-east-1 ,2025-02-22,3.7924,19.41,128.0,active,
RES-00130,prod-app-server-130,Other,Google Cloud,US-East,2026-04-11,1.0714,66.49,2.0,DELETED,
RES-00131,dev_test_node_131,Virtual Machine,Google Cloud,us-west-2,2025-08-12,5.7937,69.56,2.0,Error,alpha_ops
RES-00132,prod-app-server-132,Other,Azure,eu-west-1,2025-05-09,9.0277,11.28,-16.0,active,team_alpha@company.com
RES-00133,dev_test_node_133,Other,Azure,US-East,2025-04-18,2.3138,45.4,,DELETED,john.doe@company.com
RES-00135,dev_test_node_135,Other,Google Cloud,US-East,2024-09-01,8.671,44.11,128.0,RUNNING,beta_dev@company.com
RES-00136,prod-app-server-136,Virtual Machine,Azure,us-west-2,2025-04-06,11.8985,23.24,256.0,RUNNING,
RES-00137,dev_test_node_137,Virtual Machine,Azure,eu-west-1,2026-03-10,9.5763,15.59,64.0,CRITICAL,team_alpha@company.com
RES-00138,prod-app-server-138,Other,Azure,eu-west-1,2026-06-01,12.4245,27.15,64.0,DELETED,
RES-00139,dev_test_node_139,Virtual Machine,Google Cloud,US-East,2025-12-21,11.9054,89.16,8.0,RUNNING,team_alpha@company.com
RES-00140,prod-app-server-140,Other,Azure,unknown,2025-02-06,3.3663,47.26,4.0,RUNNING,unknown
RES-00141,dev_test_node_141,Other,Google Cloud,US-East,2026-01-18,8.7191,79.4,128.0,stopped,
RES-00142,prod-app-server-142,Other,AWS,  us-east-1 ,2024-04-11,0.2134,19.77,128.0,stopped,beta_dev@company.com
RES-00143,dev_test_node_143,Virtual Machine,Google Cloud,eu-west-1,2024-02-23,8.746,66.29,2.0,stopped,
RES-00144,prod-app-server-144,Virtual Machine,Google Cloud,  us-east-1 ,2025-05-04,9.1372,34.3,8.0,RUNNING,beta_dev@company.com
RES-00145,dev_test_node_145,Other,Azure,ap-south-1,2025-02-25,2.7234,18.09,128.0,Running,
RES-00146,prod-app-server-146,Other,Google Cloud,  us-east-1 ,2026-06-15,6.3739,32.63,-16.0,stopped,
RES-00147,dev_test_node_147,Virtual Machine,Google Cloud,eu-west-1,2025-01-09,5.893,11.82,2.0,Stopped,john.doe@company.com
RES-00149,dev_test_node_149,Virtual Machine,Google Cloud,unknown,2024-09-07,5.6726,33.92,8.0,active,team_alpha@company.com
RES-00150,prod-app-server-150,Other,Azure,  us-east-1 ,2026-02-06,11.0813,7.74,32.0,CRITICAL,alpha_ops
RES-00151,dev_test_node_151,Other,Google Cloud,us-east-1,2024-09-18,8.4298,74.26,,Active,john.doe@company.com
RES-00152,prod-app-server-152,Other,AWS,US-East,2024-08-17,9.0064,12.28,2.0,Terminated,john.doe@company.com
RES-00153,dev_test_node_153,Database Instance,Google Cloud,  us-east-1 ,2024-01-09,9.8085,27.68,256.0,stopped,unknown
RES-00155,dev_test_node_155,Virtual Machine,Azure,  us-east-1 ,2026-02-04,1.6776,12.0,128.0,decline,beta_dev@company.com
RES-00156,prod-app-server-156,Other,Google Cloud,eu-west-1,2024-05-19,1.9511,48.58,64.0,stopped,
RES-00157,dev_test_node_157,Other,Google Cloud,  us-east-1 ,2026-05-27,3.1103,53.01,32.0,Terminated,team_alpha@company.com
RES-00158,prod-app-server-158,Virtual Machine,AWS,,2026-04-30,2.4847,69.17,4.0,DELETED,system_admin
RES-00159,dev_test_node_159,Other,AWS,  us-east-1 ,2024-12-05,0.6425,45.5,256.0,Active,
RES-00161,  dev_test_node_161  ,Other,Google Cloud,ap-south-1,2025-05-29,0.3355,7.74,32.0,Active,
RES-00163,dev_test_node_163,Virtual Machine,Google Cloud,US-East,2026-04-09,3.8701,13.44,16.0,Active,unknown
RES-00164,prod-app-server-164,Other,Azure,,2025-08-23,1.3954,39.12,128.0,DELETED,alpha_ops
RES-00165,dev_test_node_165,Other,AWS,unknown,2025-09-20,7.366,33.69,8.0,Terminated,team_alpha@company.com
RES-00166,prod-app-server-166,Other,AWS,us-west-2,2024-08-14,6.2074,12.27,64.0,Terminated,alpha_ops
RES-00167,dev_test_node_167,Virtual Machine,Google Cloud,us-west-2,2024-04-20,6.1452,44.24,128.0,Error,
RES-00168,prod-app-server-168,Other,Azure,,2024-01-21,0.9368,40.11,4.0,Running,
RES-00169,dev_test_node_169,Other,Azure,us-east-1,2025-12-14,6.7562,32.81,128.0,DELETED,unknown
RES-00170,prod-app-server-170,Other,AWS,us-west-2,2024-03-24,9.8131,88.67,128.0,Terminated,
RES-00171,dev_test_node_171,Database Instance,Google Cloud,us-west-2,2025-12-14,4.304,95.76,2.0,RUNNING,unknown
RES-00172,prod-app-server-172,Other,AWS,eu-west-1,2025-05-29,7.1479,18.79,256.0,Terminated,beta_dev@company.com
RES-00174,prod-app-server-174,Other,Google Cloud,us-east-1,2026-02-15,1.3294,78.47,64.0,RUNNING,system_admin
RES-00175,  dev_test_node_175  ,Other,Google Cloud,us-west-2,2025-02-09,2.9774,91.1,2.0,Running,system_admin
RES-00176,prod-app-server-176,Other,Azure,us-west-2,2024-11-24,8.073,24.77,256.0,CRITICAL,
RES-00177,dev_test_node_177,Other,Google Cloud,us-west-2,2024-06-26,10.4638,47.68,16.0,Stopped,
RES-00178,prod-app-server-178,Virtual Machine,Azure,eu-west-1,2025-04-30,2.0523,75.03,32.0,Active,
RES-00179,dev_test_node_179,Other,Azure,unknown,2026-06-04,0.1211,65.53,2.0,stopped,system_admin
RES-00180,prod-app-server-180,Other,Google Cloud,ap-south-1,2024-11-05,4.9704,52.83,64.0,CRITICAL,system_admin
RES-00181,dev_test_node_181,Other,Google Cloud,  us-east-1 ,2025-10-29,9.5708,80.31,128.0,decline,
RES-00182,prod-app-server-182,Other,Google Cloud,ap-south-1,2025-08-08,8.92,64.68,64.0,CRITICAL,system_admin
RES-00183,dev_test_node_183,Virtual Machine,AWS,us-west-2,2024-07-06,8.1839,25.88,128.0,Running,
RES-00184,prod-app-server-184,Other,AWS,ap-south-1,2025-01-25,10.8869,97.78,256.0,Terminated,
RES-00185,dev_test_node_185,Virtual Machine,Google Cloud,unknown,2026-03-03,6.1248,13.23,128.0,RUNNING,
RES-00186,prod-app-server-186,Other,AWS,,2024-01-05,8.6721,17.06,32.0,Terminated,alpha_ops
RES-00187,dev_test_node_187,Other,Azure,eu-west-1,2025-05-16,11.8516,42.72,8.0,stopped,team_alpha@company.com
RES-00188,prod-app-server-188,Virtual Machine,Google Cloud,unknown,2024-02-19,0.2566,43.97,32.0,Error,beta_dev@company.com
RES-00190,prod-app-server-190,Other,Unknown,eu-west-1,2024-04-23,1.8728,52.84,4.0,Stopped,john.doe@company.com
RES-00191,dev_test_node_191,Other,Azure,  us-east-1 ,2024-11-16,10.6421,5.9,8.0,Running,
RES-00192,prod-app-server-192,Other,Google Cloud,us-west-2,2026-05-05,10.0007,79.51,2.0,Terminated,alpha_ops
RES-00193,dev_test_node_193,Virtual Machine,Google Cloud,  us-east-1 ,2026-05-08,6.0437,87.99,4.0,,
RES-00194,prod-app-server-194,Other,Azure,unknown,2025-09-25,3.1147,68.23,2.0,Active,beta_dev@company.com
RES-00196,prod-app-server-196,Virtual Machine,Google Cloud,ap-south-1,2026-03-21,3.8144,24.34,64.0,Running,team_alpha@company.com
RES-00197,dev_test_node_197,Other,AWS,unknown,2026-02-16,1.9597,79.79,64.0,active,team_alpha@company.com
RES-00198,prod-app-server-198,Other,AWS,eu-west-1,2025-02-06,2.3903,75.79,-16.0,decline,alpha_ops
RES-00199,dev_test_node_199,Virtual Machine,AWS,us-east-1,2026-05-08,9.7657,69.68,8.0,active,
RES-00200,prod-app-server-200,Other,Azure,eu-west-1,2026-04-04,8.7532,32.95,64.0,CRITICAL,john.doe@company.com
RES-00201,dev_test_node_201,Other,Azure,unknown,2025-12-11,9.5121,59.49,128.0,decline,unknown
RES-00202,prod-app-server-202,Virtual Machine,Google Cloud,us-west-2,2026-03-15,3.1395,69.57,2.0,Running,
RES-00203,dev_test_node_203,Other,Azure,ap-south-1,2024-10-21,6.1452,43.95,64.0,,team_alpha@company.com
RES-00204,prod-app-server-204,Other,AWS,  us-east-1 ,2025-01-11,7.5463,95.16,8.0,decline,alpha_ops
RES-00205,dev_test_node_205,Other,Google Cloud,US-East,2024-01-06,1.9435,35.17,-16.0,decline,system_admin
RES-00206,prod-app-server-206,Other,Azure,us-west-2,2024-06-12,1.1584,24.95,64.0,Stopped,john.doe@company.com
RES-00207,dev_test_node_207,Virtual Machine,AWS,us-east-1,2025-09-20,0.5081,40.66,4.0,RUNNING,system_admin
RES-00208,prod-app-server-208,Other,Azure,  us-east-1 ,2025-10-29,11.8532,94.41,2.0,decline,alpha_ops
RES-00209,dev_test_node_209,Other,AWS,us-west-2,2026-03-04,0.9108,7.22,2.0,active,alpha_ops
RES-00210,prod-app-server-210,Other,Google Cloud,ap-south-1,2024-01-18,0.0837,10.91,2.0,active,
RES-00211,dev_test_node_211,Virtual Machine,Google Cloud,  us-east-1 ,2024-02-01,1.7134,79.56,8.0,Stopped,
RES-00212,prod-app-server-212,Other,AWS,us-east-1,2024-03-28,11.2953,43.58,8.0,Terminated,beta_dev@company.com
RES-00213,dev_test_node_213,Virtual Machine,AWS,  us-east-1 ,2025-10-22,0.8514,72.84,64.0,Running,beta_dev@company.com
RES-00214,prod-app-server-214,Other,Google Cloud,ap-south-1,2025-08-21,10.0982,20.77,16.0,decline,
RES-00215,dev_test_node_215,Database Instance,AWS,ap-south-1,2024-06-28,3.5149,88.34,4.0,active,team_alpha@company.com
RES-00216,prod-app-server-216,Virtual Machine,Azure,us-east-1,2025-04-28,4.9123,60.13,8.0,Error,unknown
RES-00217,dev_test_node_217,Other,Azure,  us-east-1 ,2025-08-02,9.2016,38.55,256.0,stopped,alpha_ops
RES-00218,prod-app-server-218,Virtual Machine,Google Cloud,ap-south-1,2025-10-26,6.5219,83.06,8.0,RUNNING,
RES-00219,dev_test_node_219,Other,Azure,US-East,2026-03-22,6.2779,20.48,32.0,stopped,beta_dev@company.com
RES-00220,prod-app-server-220,Other,Google Cloud,  us-east-1 ,2025-05-05,10.4187,4.31,8.0,Terminated,unknown
RES-00221,dev_test_node_221,Virtual Machine,Azure,,2026-01-06,11.8412,61.71,256.0,Terminated,john.doe@company.com
RES-00222,prod-app-server-222,Virtual Machine,Azure,eu-west-1,2025-09-02,4.8244,23.92,128.0,Terminated,alpha_ops
RES-00223,dev_test_node_223,Other,Azure,  us-east-1 ,2025-09-09,5.1582,45.34,2.0,CRITICAL,
RES-00224,prod-app-server-224,Other,AWS,ap-south-1,2026-05-29,6.8012,5.51,2.0,DELETED,unknown
RES-00225,dev_test_node_225,Other,Google Cloud,ap-south-1,2024-09-16,7.0627,97.73,16.0,RUNNING,unknown
RES-00226,prod-app-server-226,Other,Google Cloud,US-East,2026-05-25,2.8798,93.75,128.0,Running,unknown
RES-00227,dev_test_node_227,Other,AWS,  us-east-1 ,2025-03-21,4.6417,72.74,128.0,DELETED,unknown
RES-00228,prod-app-server-228,Other,AWS,ap-south-1,2025-06-14,6.1452,26.66,2.0,Running,john.doe@company.com
RES-00229,dev_test_node_229,Other,Google Cloud,unknown,2026-01-24,6.8744,57.28,64.0,Stopped,john.doe@company.com
RES-00230,prod-app-server-230,Other,Azure,ap-south-1,2024-12-14,11.9593,81.03,256.0,RUNNING,
RES-00231,dev_test_node_231,Database Instance,AWS,ap-south-1,2024-08-13,3.9535,53.29,,Stopped,john.doe@company.com
RES-00232,prod-app-server-232,Other,Azure,ap-south-1,2024-07-06,11.375,23.67,32.0,stopped,john.doe@company.com
RES-00233,dev_test_node_233,Virtual Machine,AWS,us-east-1,2026-02-21,10.6017,34.49,32.0,Error,beta_dev@company.com
RES-00234,prod-app-server-234,Other,Azure,us-east-1,2024-02-03,8.5824,96.3,256.0,,team_alpha@company.com
RES-00235,dev_test_node_235,Other,Google Cloud,us-west-2,2025-09-19,5.305,75.33,128.0,Stopped,
RES-00236,prod-app-server-236,Virtual Machine,Google Cloud,  us-east-1 ,2024-05-29,5.9176,42.15,64.0,Error,system_admin
RES-00237,dev_test_node_237,Virtual Machine,AWS,us-west-2,2025-04-05,4.5102,80.74,128.0,active,
RES-00238,prod-app-server-238,Other,Azure,us-west-2,2025-06-06,11.1215,31.79,8.0,Terminated,
RES-00239,dev_test_node_239,Virtual Machine,Azure,eu-west-1,2024-09-30,11.0973,92.77,256.0,RUNNING,beta_dev@company.com
RES-00240,prod-app-server-240,Other,AWS,us-west-2,2026-06-18,6.1452,53.99,4.0,Stopped,beta_dev@company.com
RES-00242,prod-app-server-242,Database Instance,Google Cloud,US-East,2025-05-08,5.5288,29.29,2.0,CRITICAL,beta_dev@company.com
RES-00244,prod-app-server-244,Other,Google Cloud,eu-west-1,2024-07-11,3.627,62.76,256.0,,
RES-00245,dev_test_node_245,Virtual Machine,Google Cloud,,2024-04-02,4.2805,79.75,256.0,Active,
RES-00246,prod-app-server-246,Other,AWS,US-East,2026-04-16,5.3605,40.98,16.0,Active,john.doe@company.com
RES-00248,  prod-app-server-248  ,Virtual Machine,Google Cloud,,2024-02-13,8.6082,77.07,256.0,active,
RES-00249,dev_test_node_249,Other,Azure,unknown,2024-11-20,9.4612,46.02,128.0,Running,beta_dev@company.com
RES-00250,prod-app-server-250,Other,AWS,us-west-2,2025-04-24,11.4318,11.44,32.0,Stopped,unknown
RES-00251,dev_test_node_251,Other,Azure,us-east-1,2024-11-24,6.7416,54.0,8.0,DELETED,system_admin
RES-00252,prod-app-server-252,Virtual Machine,AWS,,2024-04-19,7.1419,66.52,32.0,Active,
RES-00253,dev_test_node_253,Other,AWS,  us-east-1 ,2025-07-25,10.2771,10.45,2.0,active,system_admin
RES-00254,prod-app-server-254,Other,Azure,ap-south-1,2025-10-02,6.9812,76.65,256.0,decline,
